customer_id,customer_name,customer_type,industry,country,city,email,phone
640,Amazon-New York,SME,Retail,United States,New York,contact640@amazon.com,+72200543645
641,Mitsubishi Heavy Industries-Tokyo,Enterprise,Manufacturing,Japan,Tokyo,contact641@mitsubishiheavyindustries.com,+97010822078
642,Kuehne + Nagel-Zurich,Corporate,Logistics,Switzerland,Zurich,contact642@kuehne+nagel.com,+11379956353
643,ABB-Zurich,SME,Manufacturing,Switzerland,Zurich,contact643@abb.com,+15313636317
644,Mercedes-Benz-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact644@mercedes-benz.com,+97062397265
645,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact645@panasonic.com,+27354352090
646,Honda-Tokyo,SME,Automotive,Japan,Tokyo,contact646@honda.com,+42177625349
647,Lenovo-Shanghai,Enterprise,Electronics,China,Shanghai,contact647@lenovo.com,+29298316873
648,Intel-Los Angeles,Enterprise,Electronics,United States,Los Angeles,contact648@intel.com,+97740633569
649,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact649@dsv.com,+39290600780
650,HP Inc.-Los Angeles,Enterprise,Electronics,United States,Los Angeles,contact650@hpinc.com,+68671773180
651,Ford-New York,SME,Automotive,United States,New York,contact651@ford.com,+63254310742
652,DHL-Frankfurt,Corporate,Logistics,Germany,Frankfurt,contact652@dhl.com,+79907726257
653,UPS-Dallas,Corporate,Logistics,United States,Dallas,contact653@ups.com,+01658046498
654,Intel-New York,Corporate,Electronics,United States,New York,contact654@intel.com,+93195085016
655,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact655@dbschenker.com,+57905528183
656,Honda-Tokyo,Corporate,Automotive,Japan,Tokyo,contact656@honda.com,+25381793355
657,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact657@schneiderelectric.com,+48640155778
658,Noon-Dubai,Corporate,Retail,United Arab Emirates,Dubai,contact658@noon.com,+81788479513
659,Alibaba-Hong Kong,SME,Retail,China,Hong Kong,contact659@alibaba.com,+71162411241
660,Hyundai-Seoul,SME,Automotive,South Korea,Seoul,contact660@hyundai.com,+27238046827
661,Mitsubishi Heavy Industries-Tokyo,SME,Manufacturing,Japan,Tokyo,contact661@mitsubishiheavyindustries.com,+56704310385
662,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact662@lgelectronics.com,+69557988774
663,Hyundai-Seoul,Corporate,Automotive,South Korea,Seoul,contact663@hyundai.com,+92424375402
664,Lenovo-Beijing,SME,Electronics,China,Beijing,contact664@lenovo.com,+54729284222
665,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact665@panasonic.com,+23105927452
666,Audi-Frankfurt,SME,Automotive,Germany,Frankfurt,contact666@audi.com,+38055257828
667,Tesla-New York,Corporate,Automotive,United States,New York,contact667@tesla.com,+41067275208
668,Nissan-Tokyo,SME,Automotive,Japan,Tokyo,contact668@nissan.com,+85474929751
669,Noon-Dubai,SME,Retail,United Arab Emirates,Dubai,contact669@noon.com,+70281406937
670,Expeditors-New York,SME,Logistics,United States,New York,contact670@expeditors.com,+51509398343
671,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact671@panasonic.com,+01871863759
672,Ford-Los Angeles,Corporate,Automotive,United States,Los Angeles,contact672@ford.com,+98056265650
673,Sinotrans-Beijing,SME,Logistics,China,Beijing,contact673@sinotrans.com,+45547813767
674,Alibaba-Beijing,SME,Retail,China,Beijing,contact674@alibaba.com,+42662991234
675,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact675@schneiderelectric.com,+78519610646
676,Apple-Dallas,SME,Electronics,United States,Dallas,contact676@apple.com,+28792326487
677,Bosch-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact677@bosch.com,+04947873002
678,Expeditors-Chicago,Corporate,Logistics,United States,Chicago,contact678@expeditors.com,+44714627301
679,Mahindra-Chennai,SME,Automotive,India,Chennai,contact679@mahindra.com,+47195979647
680,Hyundai-Seoul,Corporate,Automotive,South Korea,Seoul,contact680@hyundai.com,+15890429025
681,Sony-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact681@sony.com,+72520456504
682,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact682@maersklogistics.com,+48183219285
683,Mercedes-Benz-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact683@mercedes-benz.com,+54451895202
684,Hitachi-Tokyo,SME,Manufacturing,Japan,Tokyo,contact684@hitachi.com,+84576521328
685,Amazon-Los Angeles,Corporate,Retail,United States,Los Angeles,contact685@amazon.com,+33898881671
686,Toyota-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact686@toyota.com,+12075452798
687,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact687@maersklogistics.com,+52401322342
688,General Motors-Los Angeles,SME,Automotive,United States,Los Angeles,contact688@generalmotors.com,+32161107603
689,Schneider Electric-Paris,SME,Manufacturing,France,Paris,contact689@schneiderelectric.com,+10890714014
690,Maersk Logistics-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact690@maersklogistics.com,+01193932501
691,Tata Motors-Bengaluru,Enterprise,Automotive,India,Bengaluru,contact691@tatamotors.com,+24955289389
692,Honeywell-New York,Enterprise,Manufacturing,United States,New York,contact692@honeywell.com,+11908334280
693,Volkswagen-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact693@volkswagen.com,+13875927125
694,Bosch-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact694@bosch.com,+66383615171
695,Panasonic-Tokyo,Corporate,Electronics,Japan,Tokyo,contact695@panasonic.com,+82754801571
696,Kia-Seoul,Corporate,Automotive,South Korea,Seoul,contact696@kia.com,+64794738646
697,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact697@schneiderelectric.com,+31752071678
698,General Motors-New York,Corporate,Automotive,United States,New York,contact698@generalmotors.com,+11266912153
699,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact699@lgelectronics.com,+53961367499
700,Honda-Tokyo,SME,Automotive,Japan,Tokyo,contact700@honda.com,+46579678427
701,IKEA-Stockholm,SME,Retail,Sweden,Stockholm,contact701@ikea.com,+11477320101
702,Hyundai-Seoul,Enterprise,Automotive,South Korea,Seoul,contact702@hyundai.com,+70269524991
703,Noon-Dubai,Enterprise,Retail,United Arab Emirates,Dubai,contact703@noon.com,+18773477848
704,HP Inc.-Memphis,Corporate,Electronics,United States,Memphis,contact704@hpinc.com,+58800616756
705,Ford-Los Angeles,Enterprise,Automotive,United States,Los Angeles,contact705@ford.com,+77002842762
706,Volkswagen-Frankfurt,SME,Automotive,Germany,Frankfurt,contact706@volkswagen.com,+46719788977
707,Cisco-Dallas,Enterprise,Electronics,United States,Dallas,contact707@cisco.com,+82806479695
708,Maersk Logistics-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact708@maersklogistics.com,+45009025590
709,Siemens-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact709@siemens.com,+56165565033
710,Volkswagen-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact710@volkswagen.com,+34911415208
711,UPS-Memphis,SME,Logistics,United States,Memphis,contact711@ups.com,+50769864079
712,Xiaomi-Shanghai,SME,Electronics,China,Shanghai,contact712@xiaomi.com,+05696591713
713,Lulu Hypermarket-Dubai,Enterprise,Retail,United Arab Emirates,Dubai,contact713@luluhypermarket.com,+57852945637
714,Lulu Hypermarket-Dubai,SME,Retail,United Arab Emirates,Dubai,contact714@luluhypermarket.com,+18344049639
715,Volkswagen-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact715@volkswagen.com,+19195419876
716,Bosch-Frankfurt,SME,Manufacturing,Germany,Frankfurt,contact716@bosch.com,+35148468536
717,Dell Technologies-Memphis,Enterprise,Electronics,United States,Memphis,contact717@delltechnologies.com,+64987820829
718,Tesla-Dallas,SME,Automotive,United States,Dallas,contact718@tesla.com,+73748969083
719,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact719@schneiderelectric.com,+57232466513
720,DB Schenker-Frankfurt,SME,Logistics,Germany,Frankfurt,contact720@dbschenker.com,+64424936312
721,Lulu Hypermarket-Dubai,SME,Retail,United Arab Emirates,Dubai,contact721@luluhypermarket.com,+30347786603
722,BMW-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact722@bmw.com,+24204482070
723,Volkswagen-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact723@volkswagen.com,+01594165162
724,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact724@schneiderelectric.com,+31981898471
725,IKEA-Stockholm,Corporate,Retail,Sweden,Stockholm,contact725@ikea.com,+39155963632
726,Apple-Memphis,Enterprise,Electronics,United States,Memphis,contact726@apple.com,+12347649078
727,Tata Motors-Mumbai,Corporate,Automotive,India,Mumbai,contact727@tatamotors.com,+51586734257
728,Panasonic-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact728@panasonic.com,+54090034864
729,Xiaomi-Hong Kong,Corporate,Electronics,China,Hong Kong,contact729@xiaomi.com,+51837606441
730,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact730@honda.com,+34327560417
731,Volkswagen-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact731@volkswagen.com,+76561248156
732,Siemens-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact732@siemens.com,+98570027206
733,Ford-Chicago,SME,Automotive,United States,Chicago,contact733@ford.com,+34591123829
734,Costco-Dallas,SME,Retail,United States,Dallas,contact734@costco.com,+65772429543
735,Costco-Chicago,SME,Retail,United States,Chicago,contact735@costco.com,+16526693008
736,DSV-Copenhagen,Enterprise,Logistics,Denmark,Copenhagen,contact736@dsv.com,+93173420696
737,Panasonic-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact737@panasonic.com,+94215291086
738,General Motors-Chicago,Enterprise,Automotive,United States,Chicago,contact738@generalmotors.com,+77133344762
739,Reliance Retail-Delhi,Corporate,Retail,India,Delhi,contact739@relianceretail.com,+63934362620
740,Honda-Tokyo,Corporate,Automotive,Japan,Tokyo,contact740@honda.com,+44397359710
741,General Electric-Dallas,SME,Manufacturing,United States,Dallas,contact741@generalelectric.com,+72563669411
742,Cisco-Los Angeles,Corporate,Electronics,United States,Los Angeles,contact742@cisco.com,+80053759900
743,Samsung Electronics-Seoul,Enterprise,Electronics,South Korea,Seoul,contact743@samsungelectronics.com,+48964652809
744,Mahindra-Delhi,SME,Automotive,India,Delhi,contact744@mahindra.com,+24287572158
745,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact745@dbschenker.com,+62415027456
746,Tesla-Memphis,SME,Automotive,United States,Memphis,contact746@tesla.com,+44948562572
747,Mitsubishi Heavy Industries-Tokyo,Enterprise,Manufacturing,Japan,Tokyo,contact747@mitsubishiheavyindustries.com,+87032032074
748,Mercedes-Benz-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact748@mercedes-benz.com,+27617075877
749,ABB-Zurich,SME,Manufacturing,Switzerland,Zurich,contact749@abb.com,+71215134228
750,NVIDIA-Dallas,Enterprise,Electronics,United States,Dallas,contact750@nvidia.com,+49939089261
751,FedEx-Chicago,Corporate,Logistics,United States,Chicago,contact751@fedex.com,+37150416591
752,Reliance Retail-Bengaluru,SME,Retail,India,Bengaluru,contact752@relianceretail.com,+52017774905
753,General Motors-Chicago,Corporate,Automotive,United States,Chicago,contact753@generalmotors.com,+09759230450
754,Amazon-Dallas,SME,Retail,United States,Dallas,contact754@amazon.com,+18961642361
755,Hyundai-Seoul,Corporate,Automotive,South Korea,Seoul,contact755@hyundai.com,+03266421476
756,Toyota-Tokyo,Corporate,Automotive,Japan,Tokyo,contact756@toyota.com,+49251583776
757,HP Inc.-Dallas,SME,Electronics,United States,Dallas,contact757@hpinc.com,+74996165926
758,DHL-Frankfurt,SME,Logistics,Germany,Frankfurt,contact758@dhl.com,+61085732788
759,Sinotrans-Hong Kong,SME,Logistics,China,Hong Kong,contact759@sinotrans.com,+14761742243
760,Alibaba-Shanghai,SME,Retail,China,Shanghai,contact760@alibaba.com,+86490810818
761,Kuehne + Nagel-Zurich,SME,Logistics,Switzerland,Zurich,contact761@kuehne+nagel.com,+66179454918
762,Costco-Los Angeles,Enterprise,Retail,United States,Los Angeles,contact762@costco.com,+01722601645
763,DHL-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact763@dhl.com,+97794523219
764,Dell Technologies-Dallas,SME,Electronics,United States,Dallas,contact764@delltechnologies.com,+41680061027
765,NVIDIA-Dallas,Enterprise,Electronics,United States,Dallas,contact765@nvidia.com,+76974995641
766,Hyundai-Seoul,Enterprise,Automotive,South Korea,Seoul,contact766@hyundai.com,+22031030372
767,Dell Technologies-Los Angeles,SME,Electronics,United States,Los Angeles,contact767@delltechnologies.com,+36831472760
768,Amazon-Chicago,Corporate,Retail,United States,Chicago,contact768@amazon.com,+12277707933
769,HP Inc.-Dallas,Corporate,Electronics,United States,Dallas,contact769@hpinc.com,+49605016679
770,Mercedes-Benz-Frankfurt,SME,Automotive,Germany,Frankfurt,contact770@mercedes-benz.com,+98407678997
771,IKEA-Stockholm,Enterprise,Retail,Sweden,Stockholm,contact771@ikea.com,+30806958146
772,ABB-Zurich,Corporate,Manufacturing,Switzerland,Zurich,contact772@abb.com,+71795760243
773,Carrefour-Paris,Enterprise,Retail,France,Paris,contact773@carrefour.com,+75738395972
774,BMW-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact774@bmw.com,+46657293417
775,Larsen & Toubro-Chennai,Corporate,Manufacturing,India,Chennai,contact775@larsenandtoubro.com,+22329716743
776,Panasonic-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact776@panasonic.com,+38005452280
777,Tesla-Chicago,Corporate,Automotive,United States,Chicago,contact777@tesla.com,+15619318374
778,DSV-Copenhagen,Corporate,Logistics,Denmark,Copenhagen,contact778@dsv.com,+55084289107
779,Carrefour-Paris,Enterprise,Retail,France,Paris,contact779@carrefour.com,+71199180812
780,Tata Motors-Hyderabad,Corporate,Automotive,India,Hyderabad,contact780@tatamotors.com,+13524787125
781,Hitachi-Tokyo,Corporate,Manufacturing,Japan,Tokyo,contact781@hitachi.com,+52137603754
782,Mercedes-Benz-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact782@mercedes-benz.com,+82145653286
783,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact783@honda.com,+32666785072
784,Panasonic-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact784@panasonic.com,+08115562606
785,ABB-Zurich,Enterprise,Manufacturing,Switzerland,Zurich,contact785@abb.com,+02908466845
786,LG Electronics-Seoul,SME,Electronics,South Korea,Seoul,contact786@lgelectronics.com,+50489267389
787,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact787@schneiderelectric.com,+97563410856
788,Lenovo-Beijing,Corporate,Electronics,China,Beijing,contact788@lenovo.com,+28843188485
789,Sony-Tokyo,SME,Electronics,Japan,Tokyo,contact789@sony.com,+20089434681
790,IKEA-Stockholm,Enterprise,Retail,Sweden,Stockholm,contact790@ikea.com,+05485101749
791,Panasonic-Tokyo,SME,Electronics,Japan,Tokyo,contact791@panasonic.com,+07539989354
792,Sony-Tokyo,SME,Electronics,Japan,Tokyo,contact792@sony.com,+49268315893
793,Cisco-Chicago,Enterprise,Electronics,United States,Chicago,contact793@cisco.com,+57126611062
794,Noon-Abu Dhabi,SME,Retail,United Arab Emirates,Abu Dhabi,contact794@noon.com,+73715869886
795,Expeditors-Dallas,SME,Logistics,United States,Dallas,contact795@expeditors.com,+49767762282
796,Honeywell-Dallas,SME,Manufacturing,United States,Dallas,contact796@honeywell.com,+77288137702
797,Nikon-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact797@nikon.com,+85196115940
798,Honeywell-Los Angeles,Corporate,Manufacturing,United States,Los Angeles,contact798@honeywell.com,+82154544702
799,Cisco-Memphis,SME,Electronics,United States,Memphis,contact799@cisco.com,+29604432701
800,Kia-Seoul,Enterprise,Automotive,South Korea,Seoul,contact800@kia.com,+85106794975
801,Xiaomi-Hong Kong,Corporate,Electronics,China,Hong Kong,contact801@xiaomi.com,+67922877725
802,Kuehne + Nagel-Zurich,Enterprise,Logistics,Switzerland,Zurich,contact802@kuehne+nagel.com,+19966365807
803,Noon-Abu Dhabi,SME,Retail,United Arab Emirates,Abu Dhabi,contact803@noon.com,+41209481813
804,Tesla-Dallas,Corporate,Automotive,United States,Dallas,contact804@tesla.com,+98909837801
805,DHL-Frankfurt,SME,Logistics,Germany,Frankfurt,contact805@dhl.com,+82043397189
806,Intel-Los Angeles,Corporate,Electronics,United States,Los Angeles,contact806@intel.com,+56907056260
807,Mitsubishi Heavy Industries-Tokyo,Corporate,Manufacturing,Japan,Tokyo,contact807@mitsubishiheavyindustries.com,+85641118242
808,ABB-Zurich,Enterprise,Manufacturing,Switzerland,Zurich,contact808@abb.com,+24124620952
809,Siemens-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact809@siemens.com,+00461526546
810,Lenovo-Hong Kong,Corporate,Electronics,China,Hong Kong,contact810@lenovo.com,+10339937886
811,Mahindra-Delhi,SME,Automotive,India,Delhi,contact811@mahindra.com,+14057861706
812,Mahindra-Delhi,Corporate,Automotive,India,Delhi,contact812@mahindra.com,+30489138249
813,Reliance Retail-Delhi,SME,Retail,India,Delhi,contact813@relianceretail.com,+67183258238
814,BMW-Frankfurt,Enterprise,Automotive,Germany,Frankfurt,contact814@bmw.com,+68700794200
815,Lenovo-Hong Kong,Corporate,Electronics,China,Hong Kong,contact815@lenovo.com,+74946539840
816,Hyundai-Seoul,Corporate,Automotive,South Korea,Seoul,contact816@hyundai.com,+28914161284
817,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact817@schneiderelectric.com,+63985547435
818,Mahindra-Bengaluru,Corporate,Automotive,India,Bengaluru,contact818@mahindra.com,+53795020970
819,Kuehne + Nagel-Zurich,Enterprise,Logistics,Switzerland,Zurich,contact819@kuehne+nagel.com,+02687681180
820,Kia-Seoul,SME,Automotive,South Korea,Seoul,contact820@kia.com,+71569562017
821,Kuehne + Nagel-Zurich,Corporate,Logistics,Switzerland,Zurich,contact821@kuehne+nagel.com,+53703045319
822,Ford-Memphis,Enterprise,Automotive,United States,Memphis,contact822@ford.com,+43375047930
823,Larsen & Toubro-Mumbai,Enterprise,Manufacturing,India,Mumbai,contact823@larsenandtoubro.com,+36149872839
824,Carrefour-Paris,Enterprise,Retail,France,Paris,contact824@carrefour.com,+99219212493
825,Audi-Frankfurt,SME,Automotive,Germany,Frankfurt,contact825@audi.com,+84308948706
826,Costco-Dallas,Enterprise,Retail,United States,Dallas,contact826@costco.com,+05664187758
827,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact827@dsv.com,+03046875063
828,Intel-Los Angeles,SME,Electronics,United States,Los Angeles,contact828@intel.com,+51903613325
829,Cisco-Memphis,SME,Electronics,United States,Memphis,contact829@cisco.com,+41107609543
830,DHL-Frankfurt,SME,Logistics,Germany,Frankfurt,contact830@dhl.com,+17350583199
831,3M-Chicago,SME,Manufacturing,United States,Chicago,contact831@3m.com,+71791100651
832,Larsen & Toubro-Delhi,Enterprise,Manufacturing,India,Delhi,contact832@larsenandtoubro.com,+20704961108
833,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact833@honda.com,+04661963990
834,Kia-Seoul,SME,Automotive,South Korea,Seoul,contact834@kia.com,+76769915078
835,DHL-Frankfurt,Corporate,Logistics,Germany,Frankfurt,contact835@dhl.com,+59311091939
836,Maersk Logistics-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact836@maersklogistics.com,+28456797232
837,3M-Los Angeles,Corporate,Manufacturing,United States,Los Angeles,contact837@3m.com,+00249685498
838,Tesla-Chicago,Corporate,Automotive,United States,Chicago,contact838@tesla.com,+22749545089
839,UPS-Dallas,Enterprise,Logistics,United States,Dallas,contact839@ups.com,+20388065333
840,Mahindra-Chennai,Corporate,Automotive,India,Chennai,contact840@mahindra.com,+15377959959
841,Honeywell-New York,Corporate,Manufacturing,United States,New York,contact841@honeywell.com,+46521707303
842,ABB-Zurich,SME,Manufacturing,Switzerland,Zurich,contact842@abb.com,+37933756362
843,Lenovo-Shanghai,SME,Electronics,China,Shanghai,contact843@lenovo.com,+05015081247
844,Larsen & Toubro-Delhi,Corporate,Manufacturing,India,Delhi,contact844@larsenandtoubro.com,+39500334234
845,Huawei-Beijing,Corporate,Electronics,China,Beijing,contact845@huawei.com,+25832302410
846,Reliance Retail-Hyderabad,Corporate,Retail,India,Hyderabad,contact846@relianceretail.com,+26153473552
847,IKEA-Stockholm,SME,Retail,Sweden,Stockholm,contact847@ikea.com,+89611223386
848,Larsen & Toubro-Mumbai,Enterprise,Manufacturing,India,Mumbai,contact848@larsenandtoubro.com,+55963099384
849,DSV-Copenhagen,SME,Logistics,Denmark,Copenhagen,contact849@dsv.com,+25304289731
850,Mercedes-Benz-Frankfurt,SME,Automotive,Germany,Frankfurt,contact850@mercedes-benz.com,+79128685787
851,FedEx-Los Angeles,Enterprise,Logistics,United States,Los Angeles,contact851@fedex.com,+25587774969
852,Mitsubishi Heavy Industries-Tokyo,SME,Manufacturing,Japan,Tokyo,contact852@mitsubishiheavyindustries.com,+03337363466
853,Apple-Dallas,SME,Electronics,United States,Dallas,contact853@apple.com,+92548121478
854,Larsen & Toubro-Mumbai,SME,Manufacturing,India,Mumbai,contact854@larsenandtoubro.com,+53907895677
855,DSV-Copenhagen,Corporate,Logistics,Denmark,Copenhagen,contact855@dsv.com,+66575460273
856,General Motors-Chicago,Enterprise,Automotive,United States,Chicago,contact856@generalmotors.com,+41514888143
857,Intel-New York,SME,Electronics,United States,New York,contact857@intel.com,+11150835354
858,Ford-Memphis,Enterprise,Automotive,United States,Memphis,contact858@ford.com,+44392840445
859,Noon-Dubai,SME,Retail,United Arab Emirates,Dubai,contact859@noon.com,+66907826333
860,Intel-Chicago,SME,Electronics,United States,Chicago,contact860@intel.com,+73898775153
861,Xiaomi-Shanghai,Enterprise,Electronics,China,Shanghai,contact861@xiaomi.com,+66377805292
862,General Electric-Chicago,SME,Manufacturing,United States,Chicago,contact862@generalelectric.com,+40755366684
863,Ford-Los Angeles,SME,Automotive,United States,Los Angeles,contact863@ford.com,+59090225999
864,Alibaba-Shanghai,Enterprise,Retail,China,Shanghai,contact864@alibaba.com,+96636186371
865,Costco-Dallas,SME,Retail,United States,Dallas,contact865@costco.com,+59741218209
866,NVIDIA-Los Angeles,Corporate,Electronics,United States,Los Angeles,contact866@nvidia.com,+70231643348
867,HP Inc.-Memphis,SME,Electronics,United States,Memphis,contact867@hpinc.com,+17058025662
868,Cisco-Memphis,Enterprise,Electronics,United States,Memphis,contact868@cisco.com,+12867163234
869,Panasonic-Tokyo,Corporate,Electronics,Japan,Tokyo,contact869@panasonic.com,+67299493874
870,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact870@schneiderelectric.com,+30271693859
871,Honda-Tokyo,Enterprise,Automotive,Japan,Tokyo,contact871@honda.com,+77790147546
872,Xiaomi-Hong Kong,Enterprise,Electronics,China,Hong Kong,contact872@xiaomi.com,+92632967629
873,Intel-New York,Corporate,Electronics,United States,New York,contact873@intel.com,+16032484137
874,Hyundai-Seoul,SME,Automotive,South Korea,Seoul,contact874@hyundai.com,+68151185672
875,Panasonic-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact875@panasonic.com,+43807017656
876,Audi-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact876@audi.com,+36004125777
877,Tesla-Memphis,SME,Automotive,United States,Memphis,contact877@tesla.com,+11837274220
878,Samsung Electronics-Seoul,Enterprise,Electronics,South Korea,Seoul,contact878@samsungelectronics.com,+91241862104
879,Noon-Dubai,Enterprise,Retail,United Arab Emirates,Dubai,contact879@noon.com,+27523083708
880,DB Schenker-Frankfurt,Enterprise,Logistics,Germany,Frankfurt,contact880@dbschenker.com,+16470900633
881,Schneider Electric-Paris,Corporate,Manufacturing,France,Paris,contact881@schneiderelectric.com,+53310600531
882,Apple-New York,Enterprise,Electronics,United States,New York,contact882@apple.com,+31220681558
883,Intel-Chicago,Corporate,Electronics,United States,Chicago,contact883@intel.com,+39386613315
884,Amazon-Memphis,SME,Retail,United States,Memphis,contact884@amazon.com,+52065063731
885,Schneider Electric-Paris,SME,Manufacturing,France,Paris,contact885@schneiderelectric.com,+49501364971
886,Bosch-Frankfurt,Corporate,Manufacturing,Germany,Frankfurt,contact886@bosch.com,+89241956252
887,Expeditors-Dallas,SME,Logistics,United States,Dallas,contact887@expeditors.com,+57150997683
888,General Motors-Chicago,Enterprise,Automotive,United States,Chicago,contact888@generalmotors.com,+89030914363
889,Xiaomi-Shanghai,Enterprise,Electronics,China,Shanghai,contact889@xiaomi.com,+91025743263
890,Schneider Electric-Paris,Enterprise,Manufacturing,France,Paris,contact890@schneiderelectric.com,+03975245086
891,3M-New York,Corporate,Manufacturing,United States,New York,contact891@3m.com,+40355338033
892,Toyota-Tokyo,SME,Automotive,Japan,Tokyo,contact892@toyota.com,+96852701713
893,Ford-Dallas,Corporate,Automotive,United States,Dallas,contact893@ford.com,+02321298338
894,Walmart-New York,Enterprise,Retail,United States,New York,contact894@walmart.com,+16742336293
895,NVIDIA-New York,SME,Electronics,United States,New York,contact895@nvidia.com,+44973471566
896,3M-Dallas,Enterprise,Manufacturing,United States,Dallas,contact896@3m.com,+27768962706
897,Bosch-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact897@bosch.com,+61498282467
898,3M-New York,Enterprise,Manufacturing,United States,New York,contact898@3m.com,+47468971527
899,Larsen & Toubro-Delhi,Corporate,Manufacturing,India,Delhi,contact899@larsenandtoubro.com,+32300857666
900,Lenovo-Beijing,Enterprise,Electronics,China,Beijing,contact900@lenovo.com,+56749160169
901,Volkswagen-Frankfurt,Corporate,Automotive,Germany,Frankfurt,contact901@volkswagen.com,+23645875066
902,Canon-Tokyo,Enterprise,Electronics,Japan,Tokyo,contact902@canon.com,+33705024972
903,General Motors-New York,Corporate,Automotive,United States,New York,contact903@generalmotors.com,+43992011669
904,3M-Los Angeles,Corporate,Manufacturing,United States,Los Angeles,contact904@3m.com,+18362644886
905,Lenovo-Beijing,Corporate,Electronics,China,Beijing,contact905@lenovo.com,+94611952436
906,Alibaba-Beijing,SME,Retail,China,Beijing,contact906@alibaba.com,+40270116864
907,Canon-Tokyo,Corporate,Electronics,Japan,Tokyo,contact907@canon.com,+62252237281
908,General Motors-Chicago,Enterprise,Automotive,United States,Chicago,contact908@generalmotors.com,+79323023467
909,General Electric-Dallas,Enterprise,Manufacturing,United States,Dallas,contact909@generalelectric.com,+91214161415
910,Hitachi-Tokyo,SME,Manufacturing,Japan,Tokyo,contact910@hitachi.com,+09377100409
911,Alibaba-Beijing,Corporate,Retail,China,Beijing,contact911@alibaba.com,+01380698477
912,Bosch-Frankfurt,Enterprise,Manufacturing,Germany,Frankfurt,contact912@bosch.com,+59655553566
913,Reliance Retail-Bengaluru,Corporate,Retail,India,Bengaluru,contact913@relianceretail.com,+90551076209
914,Apple-Dallas,Corporate,Electronics,United States,Dallas,contact914@apple.com,+18435797863
915,General Electric-New York,SME,Manufacturing,United States,New York,contact915@generalelectric.com,+05050573976
916,Mahindra-Chennai,Enterprise,Automotive,India,Chennai,contact916@mahindra.com,+91567164932
917,Toyota-Tokyo,Corporate,Automotive,Japan,Tokyo,contact917@toyota.com,+89802714872
918,Walmart-Los Angeles,SME,Retail,United States,Los Angeles,contact918@walmart.com,+71783332116
919,Audi-Frankfurt,SME,Automotive,Germany,Frankfurt,contact919@audi.com,+02564347128
